Geneset	Genes
Lu et al. Upregulated Genes	GATM
Lu et al. Upregulated Genes	DDR1
Lu et al. Upregulated Genes	APOD
Lu et al. Upregulated Genes	SCP2
Lu et al. Upregulated Genes	GPC5
Lu et al. Upregulated Genes	MLC1
Lu et al. Upregulated Genes	HSPA2
Lu et al. Upregulated Genes	NDRG1
Lu et al. Upregulated Genes	HP
Lu et al. Upregulated Genes	HPR
Lu et al. Upregulated Genes	LITAF
Lu et al. Upregulated Genes	AHNAK
Lu et al. Upregulated Genes	ABCD3
Lu et al. Upregulated Genes	EYA1
Lu et al. Upregulated Genes	DNASE1L1
Lu et al. Upregulated Genes	KANK1
Lu et al. Upregulated Genes	VEGFB
Lu et al. Upregulated Genes	ITPKB
Lu et al. Upregulated Genes	ALDH4A1
Lu et al. Upregulated Genes	MTSS1
Lu et al. Upregulated Genes	PDLIM5
Lu et al. Upregulated Genes	RNASE1
Lu et al. Upregulated Genes	HSD17B6
Lu et al. Upregulated Genes	RASSF2
Lu et al. Upregulated Genes	TNFRSF11B
Lu et al. Upregulated Genes	BAMBI
Lu et al. Upregulated Genes	PICALM
Lu et al. Upregulated Genes	UNG
Lu et al. Upregulated Genes	PHF3
Lu et al. Upregulated Genes	ANXA5
Lu et al. Upregulated Genes	GNG11
Lu et al. Upregulated Genes	BAZ2B
Lu et al. Upregulated Genes	TMEM47
Lu et al. Upregulated Genes	RYR1
Lu et al. Upregulated Genes	SEPTIN10
Lu et al. Upregulated Genes	MAL
Lu et al. Upregulated Genes	SYPL1
Lu et al. Upregulated Genes	GNG12
Lu et al. Upregulated Genes	LPIN1
Lu et al. Upregulated Genes	VCAN
Lu et al. Upregulated Genes	AMOT
Lu et al. Upregulated Genes	OGG1
Lu et al. Upregulated Genes	BBOX1
Lu et al. Upregulated Genes	TLE4
Lu et al. Upregulated Genes	PEX1
Lu et al. Upregulated Genes	LAMP2
Lu et al. Upregulated Genes	TGM2
Lu et al. Upregulated Genes	ITPRID2
Lu et al. Upregulated Genes	PTP4A2
Lu et al. Upregulated Genes	ICAM2
Lu et al. Upregulated Genes	CBSL
Lu et al. Upregulated Genes	CBS
Lu et al. Upregulated Genes	ANP32B
Lu et al. Upregulated Genes	BMP7
Lu et al. Upregulated Genes	SLC14A1
Lu et al. Upregulated Genes	INHBB
Lu et al. Upregulated Genes	TOPORS
Lu et al. Upregulated Genes	TSC22D4
Lu et al. Upregulated Genes	PMP22
Lu et al. Upregulated Genes	TCAF1
Lu et al. Upregulated Genes	CSRP1
Lu et al. Upregulated Genes	METTL7A
Lu et al. Upregulated Genes	NUPR1
Lu et al. Upregulated Genes	TGIF1
Lu et al. Upregulated Genes	AMOTL2
Lu et al. Upregulated Genes	GREB1
Lu et al. Upregulated Genes	CLDN5
Lu et al. Upregulated Genes	UBR5
Lu et al. Upregulated Genes	AFF1
Lu et al. Upregulated Genes	KLC1
Lu et al. Upregulated Genes	ITGAV
Lu et al. Upregulated Genes	MT2A
Lu et al. Upregulated Genes	SERPINH1
Lu et al. Upregulated Genes	PRDX6
Lu et al. Upregulated Genes	TIPARP
Lu et al. Upregulated Genes	TAX1BP3
Lu et al. Upregulated Genes	P2RX5-TAX1BP3
Lu et al. Upregulated Genes	PAIP2B
Lu et al. Upregulated Genes	RIN1
Lu et al. Upregulated Genes	ELOVL2
Lu et al. Upregulated Genes	ECM2
Lu et al. Upregulated Genes	PDLIM3
Lu et al. Upregulated Genes	SH3GLB1
Lu et al. Upregulated Genes	CREB3L2
Lu et al. Upregulated Genes	CPNE3
Lu et al. Upregulated Genes	PARVA
Lu et al. Upregulated Genes	SDC2
Lu et al. Upregulated Genes	QKI
Lu et al. Upregulated Genes	DDIT4
Lu et al. Upregulated Genes	CLIC2
Lu et al. Upregulated Genes	TPD52L2
Lu et al. Upregulated Genes	CTR9
Lu et al. Upregulated Genes	RAP1B
Lu et al. Upregulated Genes	VAT1
Lu et al. Upregulated Genes	GFAP
Lu et al. Upregulated Genes	IQCK
Lu et al. Upregulated Genes	GPRC5B
Lu et al. Upregulated Genes	STOM
Lu et al. Upregulated Genes	PODXL
Lu et al. Upregulated Genes	FYN
Lu et al. Upregulated Genes	FRYL
Lu et al. Upregulated Genes	PON2
Lu et al. Upregulated Genes	ASCL1
Lu et al. Upregulated Genes	OLIG2
Lu et al. Upregulated Genes	TOB1
Lu et al. Upregulated Genes	CLEC2B
Lu et al. Upregulated Genes	MSN
Lu et al. Upregulated Genes	ITM2A
Lu et al. Upregulated Genes	DHRS3
Lu et al. Upregulated Genes	TMEM123
Lu et al. Upregulated Genes	TOR1AIP1
Lu et al. Upregulated Genes	RAPGEF4
Lu et al. Upregulated Genes	RGS20
Lu et al. Upregulated Genes	PLP1
Lu et al. Upregulated Genes	PALLD
Lu et al. Upregulated Genes	LPP
Lu et al. Upregulated Genes	ACTL6A
Lu et al. Upregulated Genes	HNRNPH3
Lu et al. Upregulated Genes	ABCG1
Lu et al. Upregulated Genes	SMC5
Lu et al. Upregulated Genes	CHSY1
Lu et al. Upregulated Genes	HEBP2
Lu et al. Upregulated Genes	ZHX2
Lu et al. Upregulated Genes	ACAA2
Lu et al. Upregulated Genes	ID4
Lu et al. Upregulated Genes	PCF11
Lu et al. Upregulated Genes	FADS1
Lu et al. Upregulated Genes	CALD1
Lu et al. Upregulated Genes	MAOA
Lu et al. Upregulated Genes	PPFIA1
Lu et al. Upregulated Genes	S1PR1
Lu et al. Upregulated Genes	VWF
Lu et al. Upregulated Genes	MT1B
Lu et al. Upregulated Genes	AGT
Lu et al. Upregulated Genes	HTRA1
Lu et al. Upregulated Genes	NFE2L2
Lu et al. Upregulated Genes	CYP1B1
Lu et al. Upregulated Genes	TM4SF1
Lu et al. Upregulated Genes	MT1G
Lu et al. Upregulated Genes	RGN
Lu et al. Upregulated Genes	NPC1
Lu et al. Upregulated Genes	FGF1
Lu et al. Downregulated Genes	YWHAE
Lu et al. Downregulated Genes	RAB1A
Lu et al. Downregulated Genes	MAPT
Lu et al. Downregulated Genes	CALM3
Lu et al. Downregulated Genes	PIK3CB
Lu et al. Downregulated Genes	UBE2D1
Lu et al. Downregulated Genes	HSPA8
Lu et al. Downregulated Genes	SNORD14D
Lu et al. Downregulated Genes	SNORD14C
Lu et al. Downregulated Genes	HSPA8P5
Lu et al. Downregulated Genes	ITPKA
Lu et al. Downregulated Genes	PTPRO
Lu et al. Downregulated Genes	PRKCB
Lu et al. Downregulated Genes	RBBP4P1
Lu et al. Downregulated Genes	RBBP4P2
Lu et al. Downregulated Genes	RBBP4
Lu et al. Downregulated Genes	CAMK4
Lu et al. Downregulated Genes	SST
Lu et al. Downregulated Genes	ETS2
Lu et al. Downregulated Genes	MRPL28
Lu et al. Downregulated Genes	PAK1
Lu et al. Downregulated Genes	TOP2B
Lu et al. Downregulated Genes	GFRA2
Lu et al. Downregulated Genes	E2F4
Lu et al. Downregulated Genes	MAP2K4
Lu et al. Downregulated Genes	RAD23A
Lu et al. Downregulated Genes	RAP2B
Lu et al. Downregulated Genes	RAP2A
Lu et al. Downregulated Genes	MAP2
Lu et al. Downregulated Genes	RANP1
Lu et al. Downregulated Genes	RAN
Lu et al. Downregulated Genes	RANP6
Lu et al. Downregulated Genes	RASGRF1
Lu et al. Downregulated Genes	CCKBR
Lu et al. Downregulated Genes	MTOR
Lu et al. Downregulated Genes	DUSP3
Lu et al. Downregulated Genes	VDAC1P6
Lu et al. Downregulated Genes	VDAC1P2
Lu et al. Downregulated Genes	VDAC1P1
Lu et al. Downregulated Genes	VDAC1
Lu et al. Downregulated Genes	VDAC1P3
Lu et al. Downregulated Genes	ACTA1
Lu et al. Downregulated Genes	CNTN1
Lu et al. Downregulated Genes	CAMK2A
Lu et al. Downregulated Genes	GABRB3
Lu et al. Downregulated Genes	TGOLN2
Lu et al. Downregulated Genes	NUTF2P2
Lu et al. Downregulated Genes	NUTF2
Lu et al. Downregulated Genes	FOXG1
Lu et al. Downregulated Genes	PPM1E
Lu et al. Downregulated Genes	CLTB
Lu et al. Downregulated Genes	RBP4
Lu et al. Downregulated Genes	MAT2A
Lu et al. Downregulated Genes	TAGLN3
Lu et al. Downregulated Genes	TIMM17A
Lu et al. Downregulated Genes	TUBA4A
Lu et al. Downregulated Genes	TUBA4B
Lu et al. Downregulated Genes	ATP6V1G2
Lu et al. Downregulated Genes	MRPS12
Lu et al. Downregulated Genes	MBNL2
Lu et al. Downregulated Genes	AZIN1
Lu et al. Downregulated Genes	CAP2
Lu et al. Downregulated Genes	CHGB
Lu et al. Downregulated Genes	MACIR
Lu et al. Downregulated Genes	ATP6V1H
Lu et al. Downregulated Genes	VAMP1
Lu et al. Downregulated Genes	UBE2M
Lu et al. Downregulated Genes	ILRUN
Lu et al. Downregulated Genes	NECTIN3
Lu et al. Downregulated Genes	RGS4
Lu et al. Downregulated Genes	KCNJ9
Lu et al. Downregulated Genes	YWHAZP3
Lu et al. Downregulated Genes	YWHAZP2
Lu et al. Downregulated Genes	YWHAZ
Lu et al. Downregulated Genes	SRSF10
Lu et al. Downregulated Genes	EP400
Lu et al. Downregulated Genes	SARS1
Lu et al. Downregulated Genes	ATP6V1A
Lu et al. Downregulated Genes	SCN2B
Lu et al. Downregulated Genes	KIF1B
Lu et al. Downregulated Genes	ATP8A1
Lu et al. Downregulated Genes	FRMPD4
Lu et al. Downregulated Genes	GABRD
Lu et al. Downregulated Genes	CDH22
Lu et al. Downregulated Genes	CYRIA
Lu et al. Downregulated Genes	PITPNA
Lu et al. Downregulated Genes	PITPNB
Lu et al. Downregulated Genes	TRIM38
Lu et al. Downregulated Genes	MEGF8
Lu et al. Downregulated Genes	TNFRSF21
Lu et al. Downregulated Genes	HTR2A
Lu et al. Downregulated Genes	PANK3
Lu et al. Downregulated Genes	NORAD
Lu et al. Downregulated Genes	OVCH1-AS1
Lu et al. Downregulated Genes	DNM1L
Lu et al. Downregulated Genes	NR1D2
Lu et al. Downregulated Genes	ZBTB18
Lu et al. Downregulated Genes	INPP4A
Lu et al. Downregulated Genes	PLD3
Lu et al. Downregulated Genes	PRKCZ
Lu et al. Downregulated Genes	BRD2
Lu et al. Downregulated Genes	FGF13
Lu et al. Downregulated Genes	CBX5
Lu et al. Downregulated Genes	CDK5R1
Lu et al. Downregulated Genes	PRKCG
Lu et al. Downregulated Genes	ELAVL2
Lu et al. Downregulated Genes	RANBP9
Lu et al. Downregulated Genes	ABI2
Lu et al. Downregulated Genes	RNF19B
Lu et al. Downregulated Genes	SLC17A7
Lu et al. Downregulated Genes	CALB1
Lu et al. Downregulated Genes	UROS
Lu et al. Downregulated Genes	SYN2
Lu et al. Downregulated Genes	TPBG
Lu et al. Downregulated Genes	GRIA1
Lu et al. Downregulated Genes	NAPA
Lu et al. Downregulated Genes	ATP2B2
Lu et al. Downregulated Genes	CALB2
Lu et al. Downregulated Genes	GAD1
Lu et al. Downregulated Genes	TPPP
Lu et al. Downregulated Genes	CDC40
Lu et al. Downregulated Genes	MEF2C
Lu et al. Downregulated Genes	PCMT1
Lu et al. Downregulated Genes	GNB5
Lu et al. Downregulated Genes	GRIN2A
Lu et al. Downregulated Genes	SLC1A1
Lu et al. Downregulated Genes	PENK
Lu et al. Downregulated Genes	MAPK9
Lu et al. Downregulated Genes	PDE4D
Lu et al. Downregulated Genes	GNAQ
Lu et al. Downregulated Genes	GNAQP1
Lu et al. Downregulated Genes	OGT
Lu et al. Downregulated Genes	HSPA13
Lu et al. Downregulated Genes	HCCS
Lu et al. Downregulated Genes	CORO1A
Lu et al. Downregulated Genes	ENSA
Lu et al. Downregulated Genes	NUDT21
Lu et al. Downregulated Genes	NRXN1
Lu et al. Downregulated Genes	B3GALNT1
Lu et al. Downregulated Genes	THY1
Lu et al. Downregulated Genes	PLEKHB2
Lu et al. Downregulated Genes	MAP1B
Lu et al. Downregulated Genes	KLHDC3
Lu et al. Downregulated Genes	CACNB2
Lu et al. Downregulated Genes	ATP2A2
Lu et al. Downregulated Genes	ANK2
Lu et al. Downregulated Genes	ATP5F1A
Lu et al. Downregulated Genes	TSPYL2
Lu et al. Downregulated Genes	NAPG
Lu et al. Downregulated Genes	DYNC1I1
Lu et al. Downregulated Genes	CRH
Lu et al. Downregulated Genes	PPP3R1
Lu et al. Downregulated Genes	ATXN7L3B
Lu et al. Downregulated Genes	UBE2S
Lu et al. Downregulated Genes	UBE2SP1
Lu et al. Downregulated Genes	SNORD14E
Lu et al. Downregulated Genes	CA4
Lu et al. Downregulated Genes	SMARCA2
Lu et al. Downregulated Genes	CALM1
Lu et al. Downregulated Genes	SFPQ
Lu et al. Downregulated Genes	KCNB1
Lu et al. Downregulated Genes	ITM2B
Lu et al. Downregulated Genes	PARM1
Lu et al. Downregulated Genes	FGF12
Lu et al. Downregulated Genes	RAB5A
Lu et al. Downregulated Genes	RAB3A
Lu et al. Downregulated Genes	RAB6A
Lu et al. Downregulated Genes	ZNF222
Lu et al. Downregulated Genes	DDX3X
Lu et al. Downregulated Genes	RPS6KA3
Lu et al. Downregulated Genes	UBE2SP2
Lu et al. Downregulated Genes	NSG1
Lu et al. Downregulated Genes	FKBP1A
Lu et al. Downregulated Genes	FKBP1C
Lu et al. Downregulated Genes	MAPK1
Loerch et al. Upregulated Genes	DDR1
Loerch et al. Upregulated Genes	AMER2
Loerch et al. Upregulated Genes	CLDND1
Loerch et al. Upregulated Genes	SLC35F6
Loerch et al. Upregulated Genes	THUMPD3-AS1
Loerch et al. Upregulated Genes	CRTAP
Loerch et al. Upregulated Genes	HEATR6
Loerch et al. Upregulated Genes	CNP
Loerch et al. Upregulated Genes	CTNNA1
Loerch et al. Upregulated Genes	TMED4
Loerch et al. Upregulated Genes	MALAT1
Loerch et al. Upregulated Genes	TDRKH-AS1
Loerch et al. Upregulated Genes	SEPTIN2
Loerch et al. Upregulated Genes	RPL19
Loerch et al. Upregulated Genes	RPS11
Loerch et al. Upregulated Genes	RPL30
Loerch et al. Upregulated Genes	CANX
Loerch et al. Upregulated Genes	H3-3A
Loerch et al. Upregulated Genes	H3P16
Loerch et al. Upregulated Genes	H3P6
Loerch et al. Upregulated Genes	RPL4P2
Loerch et al. Upregulated Genes	RPL4
Loerch et al. Upregulated Genes	RPL4P5
Loerch et al. Upregulated Genes	RPL4P4
Loerch et al. Upregulated Genes	RPL37
Loerch et al. Upregulated Genes	CSRP1
Loerch et al. Upregulated Genes	NDRG1
Loerch et al. Upregulated Genes	RACK1
Loerch et al. Upregulated Genes	SNORA7A
Loerch et al. Upregulated Genes	RPL32
Loerch et al. Upregulated Genes	RPL32P18
Loerch et al. Upregulated Genes	RPL32P16
Loerch et al. Upregulated Genes	CD81
Loerch et al. Upregulated Genes	PTTG1IP
Loerch et al. Upregulated Genes	CHCHD3
Loerch et al. Upregulated Genes	EEF1G
Loerch et al. Upregulated Genes	MIR3654
Loerch et al. Upregulated Genes	SNORA70
Loerch et al. Upregulated Genes	RPL10P16
Loerch et al. Upregulated Genes	RPL10
Loerch et al. Upregulated Genes	RPL10P9
Loerch et al. Upregulated Genes	RPS27
Loerch et al. Upregulated Genes	TPP1
Loerch et al. Upregulated Genes	NUMA1
Loerch et al. Upregulated Genes	RPLP1
Loerch et al. Upregulated Genes	PTMAP5
Loerch et al. Upregulated Genes	PTMA
Loerch et al. Upregulated Genes	PTMAP2
Loerch et al. Upregulated Genes	LAMP2
Loerch et al. Upregulated Genes	PLOD1
Loerch et al. Upregulated Genes	PRDX6
Loerch et al. Upregulated Genes	AHCYL1
Loerch et al. Upregulated Genes	KTN1
Loerch et al. Upregulated Genes	RPS4X
Loerch et al. Upregulated Genes	TXNIP
Loerch et al. Upregulated Genes	ADD3
Loerch et al. Upregulated Genes	STOM
Loerch et al. Upregulated Genes	RPS29
Loerch et al. Upregulated Genes	NBPF15
Loerch et al. Upregulated Genes	NBPF14
Loerch et al. Upregulated Genes	NBPF25P
Loerch et al. Upregulated Genes	NBPF8
Loerch et al. Upregulated Genes	NBPF26
Loerch et al. Upregulated Genes	NBPF3
Loerch et al. Upregulated Genes	NBPF20
Loerch et al. Upregulated Genes	NBPF10
Loerch et al. Upregulated Genes	NBPF9
Loerch et al. Upregulated Genes	NBPF19
Loerch et al. Upregulated Genes	NBPF11
Loerch et al. Upregulated Genes	NBPF12
Loerch et al. Upregulated Genes	YBX3
Loerch et al. Upregulated Genes	HTRA1
Loerch et al. Upregulated Genes	RRBP1
Loerch et al. Upregulated Genes	RPL3P7
Loerch et al. Upregulated Genes	RPL3
Loerch et al. Upregulated Genes	SNORD83A
Loerch et al. Upregulated Genes	RPL3P4
Loerch et al. Upregulated Genes	RPS6
Loerch et al. Upregulated Genes	VAMP3
Loerch et al. Upregulated Genes	PLEC
Loerch et al. Upregulated Genes	RPL36A
Loerch et al. Upregulated Genes	RPL36A-HNRNPH2
Loerch et al. Upregulated Genes	ALDH2
Loerch et al. Upregulated Genes	SELENOP
Loerch et al. Upregulated Genes	TIA1
Loerch et al. Upregulated Genes	APOD
Loerch et al. Upregulated Genes	CTNNB1
Loerch et al. Upregulated Genes	LAMP1
Loerch et al. Upregulated Genes	SMC1A
Loerch et al. Upregulated Genes	CALD1
Loerch et al. Upregulated Genes	GJA1
Loerch et al. Upregulated Genes	SGK1
Loerch et al. Upregulated Genes	RNF13
Loerch et al. Upregulated Genes	EFEMP1
Loerch et al. Upregulated Genes	PON2
Loerch et al. Upregulated Genes	CYB5R3
Loerch et al. Upregulated Genes	AFF1
Loerch et al. Upregulated Genes	TJP1
Loerch et al. Upregulated Genes	EPHX1
Loerch et al. Upregulated Genes	SDC4
Loerch et al. Upregulated Genes	PLTP
Loerch et al. Upregulated Genes	VWF
Loerch et al. Upregulated Genes	PARP4P2
Loerch et al. Upregulated Genes	PARP4
Loerch et al. Upregulated Genes	MXI1
Loerch et al. Upregulated Genes	DENND2B
Loerch et al. Upregulated Genes	NOTCH2
Loerch et al. Upregulated Genes	DHRS3
Loerch et al. Upregulated Genes	ITPRID2
Loerch et al. Upregulated Genes	WIPF1
Loerch et al. Upregulated Genes	FOXO1
Loerch et al. Upregulated Genes	PIEZO1
Loerch et al. Upregulated Genes	MIR4722
Loerch et al. Upregulated Genes	AGT
Loerch et al. Upregulated Genes	PER1
Loerch et al. Upregulated Genes	DDIT4
Loerch et al. Upregulated Genes	RPL23AP65
Loerch et al. Upregulated Genes	RPL23AP42
Loerch et al. Upregulated Genes	RPL23A
Loerch et al. Upregulated Genes	PAPSS2
Loerch et al. Upregulated Genes	BAZ2B
Loerch et al. Upregulated Genes	RHOG
Loerch et al. Upregulated Genes	DOCK1
Loerch et al. Upregulated Genes	MYO6
Loerch et al. Upregulated Genes	ATP1A2
Loerch et al. Upregulated Genes	HEBP2
Loerch et al. Upregulated Genes	CPQ
Loerch et al. Upregulated Genes	ABCA1
Loerch et al. Upregulated Genes	GFAP
Loerch et al. Upregulated Genes	ADIRF
Loerch et al. Upregulated Genes	BCAT2
Loerch et al. Upregulated Genes	GPRC5B
Loerch et al. Upregulated Genes	ZFYVE16
Loerch et al. Upregulated Genes	SLC25A20
Loerch et al. Upregulated Genes	BCL2
Loerch et al. Upregulated Genes	PKD2
Loerch et al. Upregulated Genes	TBCE
Loerch et al. Upregulated Genes	ITPKB
Loerch et al. Upregulated Genes	ZNF217
Loerch et al. Upregulated Genes	LUC7L3
Loerch et al. Upregulated Genes	KAT2B
Loerch et al. Upregulated Genes	NEBL
Loerch et al. Upregulated Genes	HBA1
Loerch et al. Upregulated Genes	HBA2
Loerch et al. Upregulated Genes	LPAR1
Loerch et al. Upregulated Genes	STK3
Loerch et al. Upregulated Genes	SLC31A2
Loerch et al. Upregulated Genes	ALDH6A1
Loerch et al. Upregulated Genes	MT1X
Loerch et al. Upregulated Genes	FGFR3
Loerch et al. Upregulated Genes	HBG1
Loerch et al. Upregulated Genes	HBG2
Loerch et al. Upregulated Genes	FGF2
Loerch et al. Upregulated Genes	VCAN
Loerch et al. Upregulated Genes	ABCA8
Loerch et al. Upregulated Genes	MT1G
Loerch et al. Upregulated Genes	TTF1
Loerch et al. Upregulated Genes	CP
Loerch et al. Upregulated Genes	SSPN
Loerch et al. Upregulated Genes	RDX
Loerch et al. Upregulated Genes	ITGB4
Loerch et al. Upregulated Genes	HNF1B
Loerch et al. Upregulated Genes	FXYD1
Loerch et al. Upregulated Genes	ZBTB16
Loerch et al. Upregulated Genes	EEF1A1P5
Loerch et al. Upregulated Genes	EEF1A1
Loerch et al. Upregulated Genes	EEF1A1P9
Loerch et al. Upregulated Genes	EEF1A1P6
Loerch et al. Upregulated Genes	CDH19
Loerch et al. Upregulated Genes	CFHR2
Loerch et al. Upregulated Genes	MBP
Loerch et al. Upregulated Genes	FAM107A
Loerch et al. Upregulated Genes	MAP2K3
Loerch et al. Upregulated Genes	METTL7A
Loerch et al. Upregulated Genes	PBXIP1
Loerch et al. Upregulated Genes	RPS14
Loerch et al. Upregulated Genes	CAPN2
Loerch et al. Upregulated Genes	RPL39P3
Loerch et al. Upregulated Genes	RPL39
Loerch et al. Upregulated Genes	SNORA69
Loerch et al. Upregulated Genes	H3P36
Loerch et al. Upregulated Genes	H3P47
Loerch et al. Upregulated Genes	RPL23AP74
Loerch et al. Upregulated Genes	PLXNB2
Loerch et al. Upregulated Genes	RPS28P7
Loerch et al. Upregulated Genes	RPS28P4
Loerch et al. Upregulated Genes	RPS28
Loerch et al. Upregulated Genes	RPL13P12
Loerch et al. Upregulated Genes	SNORD68
Loerch et al. Upregulated Genes	RPL13
Loerch et al. Upregulated Genes	PECAM1
Loerch et al. Upregulated Genes	STAG2
Loerch et al. Upregulated Genes	H3-3B
Loerch et al. Upregulated Genes	HBP1
Loerch et al. Upregulated Genes	HBB
Loerch et al. Upregulated Genes	SNAP23
Loerch et al. Upregulated Genes	RIMS2
Loerch et al. Upregulated Genes	GPM6B
Loerch et al. Upregulated Genes	FERMT2
Loerch et al. Upregulated Genes	NUPR1
Loerch et al. Upregulated Genes	SORBS3
Loerch et al. Upregulated Genes	CRYAB
Loerch et al. Upregulated Genes	TASOR
Loerch et al. Upregulated Genes	SWAP70
Loerch et al. Upregulated Genes	EFHD1
Loerch et al. Upregulated Genes	PLEKHB1
Loerch et al. Upregulated Genes	HIP1R
Loerch et al. Upregulated Genes	BMP7
Loerch et al. Upregulated Genes	NXT2
Loerch et al. Upregulated Genes	S100B
Loerch et al. Upregulated Genes	CLEC2B
Loerch et al. Upregulated Genes	TGFB3
Loerch et al. Upregulated Genes	ITSN2
Loerch et al. Upregulated Genes	ASCL1
Loerch et al. Upregulated Genes	PMP22
Loerch et al. Upregulated Genes	SETP14
Loerch et al. Upregulated Genes	MT1F
Loerch et al. Upregulated Genes	ILVBL
Loerch et al. Upregulated Genes	CALCOCO2
Loerch et al. Upregulated Genes	IQGAP1
Loerch et al. Upregulated Genes	PLPP1
Loerch et al. Upregulated Genes	TAGLN2
Loerch et al. Upregulated Genes	AHNAK
Loerch et al. Upregulated Genes	SZRD1
Loerch et al. Upregulated Genes	RHOQ
Loerch et al. Upregulated Genes	SUN2
Loerch et al. Upregulated Genes	AK2
Loerch et al. Upregulated Genes	MT2A
Loerch et al. Upregulated Genes	IL6ST
Loerch et al. Upregulated Genes	PLPP3
Loerch et al. Upregulated Genes	TPT1
Loerch et al. Upregulated Genes	SNORA31
Loerch et al. Upregulated Genes	FNBP1
Loerch et al. Upregulated Genes	NEK9
Loerch et al. Upregulated Genes	KHNYN
Loerch et al. Upregulated Genes	ZNF292
Loerch et al. Upregulated Genes	ZCCHC24
Loerch et al. Upregulated Genes	FRYL
Loerch et al. Upregulated Genes	QKI
Loerch et al. Upregulated Genes	JAM3
Loerch et al. Upregulated Genes	PIP4K2A
Loerch et al. Upregulated Genes	LRP4
Loerch et al. Upregulated Genes	RO60
Loerch et al. Upregulated Genes	MT1E
Loerch et al. Upregulated Genes	BBX
Loerch et al. Upregulated Genes	PHIP
Loerch et al. Upregulated Genes	RPL5
Loerch et al. Upregulated Genes	SNORA66
Loerch et al. Upregulated Genes	RPL5P34
Loerch et al. Upregulated Genes	RPL23AP2
Loerch et al. Upregulated Genes	ZBTB20
Loerch et al. Upregulated Genes	MIR568
Loerch et al. Upregulated Genes	CDKN1C
Loerch et al. Upregulated Genes	SASH1
Loerch et al. Upregulated Genes	FBXL7
Loerch et al. Upregulated Genes	RPL14P1
Loerch et al. Upregulated Genes	RPL14
Loerch et al. Upregulated Genes	EEF1A1P19
Loerch et al. Upregulated Genes	EEF1A1P13
Loerch et al. Upregulated Genes	EEF1A1P11
Loerch et al. Upregulated Genes	GGCX
Loerch et al. Upregulated Genes	HIPK2
Loerch et al. Upregulated Genes	CLMN
Loerch et al. Upregulated Genes	RPS16
Loerch et al. Upregulated Genes	SPON1
Loerch et al. Upregulated Genes	PRKCSH
Loerch et al. Upregulated Genes	MYBPC1
Loerch et al. Upregulated Genes	RPL24
Loerch et al. Upregulated Genes	RPL24P2
Loerch et al. Upregulated Genes	RPL24P8
Loerch et al. Upregulated Genes	CCPG1
Loerch et al. Upregulated Genes	DNAAF4-CCPG1
Loerch et al. Upregulated Genes	PRODH
Loerch et al. Upregulated Genes	RPS9
Loerch et al. Upregulated Genes	SELENBP1
Loerch et al. Upregulated Genes	GPR37
Loerch et al. Upregulated Genes	DST
Loerch et al. Upregulated Genes	IZUMO4
Loerch et al. Upregulated Genes	PLXNB1
Loerch et al. Upregulated Genes	RPS4XP2
Loerch et al. Upregulated Genes	PTMAP3
Loerch et al. Upregulated Genes	S100A6
Loerch et al. Upregulated Genes	BAZ1A
Loerch et al. Upregulated Genes	EPS8L2
Loerch et al. Upregulated Genes	SAV1
Loerch et al. Upregulated Genes	SLC9B2
Loerch et al. Upregulated Genes	BDH2
Loerch et al. Upregulated Genes	ACSL5
